Red Corner,Blue Corner,Weight Class,Title Fight,Result,Round,Time,Method,Red Corner Bonus Award,Blue Corner Bonus Award,Red Corner Country,Blue Corner Country,Red Corner Odds,Blue Corner Odds
JOSHUA BURKMAN,SAMMY MORGAN,WELTERWEIGHT,NO TITLE,WINNER: JOSHUA BURKMAN,1,0:21,KO/TKO,-,-,UNITED STATES,-,-,-
RICH FRANKLIN,NATE QUARRY,MIDDLEWEIGHT,TITLE,WINNER: RICH FRANKLIN,1,2:34,KO/TKO,-,-,-,-,-,-
MATT HUGHES,JOE RIGGS,WELTERWEIGHT,NO TITLE,WINNER: MATT HUGHES,1,3:28,SUBMISSION,-,-,-,-,-,-
GEORGES ST-PIERRE,SEAN SHERK,WELTERWEIGHT,NO TITLE,WINNER: GEORGES ST-PIERRE,2,2:53,KO/TKO,-,-,CANADA,-,-,-
JEREMY HORN,TREVOR PRANGLEY,MIDDLEWEIGHT,NO TITLE,WINNER: JEREMY HORN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
GABRIEL GONZAGA,KEVIN JORDAN,HEAVYWEIGHT,NO TITLE,WINNER: KEVIN JORDAN,3,4:39,KO/TKO,-,-,-,-,-,-
SAM HOGER,JEFF NEWTON,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: SAM HOGER,2,2:05,SUBMISSION,-,-,-,-,-,-
NICK THOMPSON,KEITH WISNIEWSKI,WELTERWEIGHT,NO TITLE,WINNER: NICK THOMPSON,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
THIAGO ALVES,ANSAR CHALANGOV,WELTERWEIGHT,NO TITLE,WINNER: THIAGO ALVES,1,2:25,KO/TKO,-,-,BRAZIL,-,-,-
TIM SYLVIA,ASSUERIO SILVA,HEAVYWEIGHT,NO TITLE,WINNER: TIM SYLVIA,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
STEPHAN BONNAR,JAMES IRVIN,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: STEPHAN BONNAR,1,4:30,SUBMISSION,-,-,-,-,-,-
JOSHUA BURKMAN,DREW FICKETT,WELTERWEIGHT,NO TITLE,WINNER: JOSHUA BURKMAN,1,1:07,SUBMISSION,-,-,UNITED STATES,-,-,-
CHRIS LEBEN,JORGE RIVERA,MIDDLEWEIGHT,NO TITLE,WINNER: CHRIS LEBEN,1,1:44,KO/TKO,-,-,-,-,-,-
JOSH NEER,MELVIN GUILLARD,WELTERWEIGHT,NO TITLE,WINNER: JOSH NEER,1,4:20,SUBMISSION,-,-,-,-,-,-
DUANE LUDWIG,JONATHAN GOULET,WELTERWEIGHT,NO TITLE,WINNER: DUANE LUDWIG,1,0:11,KO/TKO,-,-,-,-,-,-
SPENCER FISHER,AARON RILEY,WELTERWEIGHT,NO TITLE,WINNER: SPENCER FISHER,1,5:00,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
JASON VON FLUE,ALEX KARALEXIS,WELTERWEIGHT,NO TITLE,WINNER: JASON VON FLUE,3,1:17,SUBMISSION,-,-,-,-,-,-
CHUCK LIDDELL,RANDY COUTURE,LIGHT HEAVYWEIGHT,TITLE,WINNER: CHUCK LIDDELL,2,1:28,KO/TKO,-,-,-,-,-,-
MARCIO CRUZ,FRANK MIR,HEAVYWEIGHT,NO TITLE,WINNER: FRANK MIR,1,4:10,KO/TKO,-,-,-,-,-,-
RENATO SOBRAL,MIKE VAN ARSDALE,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: RENATO SOBRAL,1,2:21,SUBMISSION,-,-,-,-,-,-
BRANDON VERA,JUSTIN EILERS,HEAVYWEIGHT,NO TITLE,WINNER: BRANDON VERA,1,1:25,KO/TKO,-,-,-,-,-,-
JOE RIGGS,NICK DIAZ,WELTERWEIGHT,NO TITLE,WINNER: NICK DIAZ,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
ALESSIO SAKARA,ELVIS SINOSIC,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: ALESSIO SAKARA,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
PAUL BUENTELLO,GILBERT ALDANA,HEAVYWEIGHT,NO TITLE,WINNER: PAUL BUENTELLO,2,2:27,KO/TKO,-,-,-,-,-,-
JEFF MONSON,BRANDEN LEE HINKLE,HEAVYWEIGHT,NO TITLE,WINNER: JEFF MONSON,1,4:35,SUBMISSION,-,-,-,-,-,-
KEITH JARDINE,MIKE WHITEHEAD,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: KEITH JARDINE,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
RICH FRANKLIN,DAVID LOISEAU,MIDDLEWEIGHT,TITLE,WINNER: RICH FRANKLIN,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
GEORGES ST-PIERRE,BJ PENN,WELTERWEIGHT,NO TITLE,WINNER: GEORGES ST-PIERRE,3,5:00,DECISION - SPLIT,-,-,CANADA,-,-,-
NATE MARQUARDT,JOE DOERKSEN,MIDDLEWEIGHT,NO TITLE,WINNER: NATE MARQUARDT,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
MIKE SWICK,STEVE VIGNEAULT,MIDDLEWEIGHT,NO TITLE,WINNER: MIKE SWICK,1,2:09,SUBMISSION,-,-,-,-,-,-
MARK HOMINICK,YVES EDWARDS,LIGHTWEIGHT,NO TITLE,WINNER: YVES EDWARDS,2,1:52,SUBMISSION,-,-,-,-,-,-
JASON LAMBERT,ROB MACDONALD,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: ROB MACDONALD,1,1:54,SUBMISSION,-,-,-,-,-,-
SAM STOUT,SPENCER FISHER,LIGHTWEIGHT,NO TITLE,WINNER: SPENCER FISHER,3,5:00,DECISION - SPLIT,-,-,-,-,-,-
TOM MURPHY,ICHO LARENAS,HEAVYWEIGHT,NO TITLE,WINNER: TOM MURPHY,3,1:59,KO/TKO,-,-,-,-,-,-
STEPHAN BONNAR,KEITH JARDINE,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: STEPHAN BONNAR,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
RASHAD EVANS,SAM HOGER,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: RASHAD EVANS,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,-,-,-
JOSH NEER,JOE STEVENSON,WELTERWEIGHT,NO TITLE,WINNER: JOSH NEER,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
CHRIS LEBEN,LUIGI FIORAVANTI,MIDDLEWEIGHT,NO TITLE,WINNER: CHRIS LEBEN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
LUKE CUMMO,JASON VON FLUE,WELTERWEIGHT,NO TITLE,WINNER: LUKE CUMMO,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JON FITCH,JOSHUA BURKMAN,WELTERWEIGHT,NO TITLE,WINNER: JON FITCH,2,4:57,SUBMISSION,-,-,-,UNITED STATES,-,-
DAN CHRISTISON,BRAD IMES,HEAVYWEIGHT,NO TITLE,WINNER: DAN CHRISTISON,3,3:37,SUBMISSION,-,-,-,-,-,-
JOSH KOSCHECK,ANSAR CHALANGOV,WELTERWEIGHT,NO TITLE,WINNER: JOSH KOSCHECK,1,3:29,SUBMISSION,-,-,-,-,-,-
CHAEL SONNEN,TREVOR PRANGLEY,MIDDLEWEIGHT,NO TITLE,WINNER: CHAEL SONNEN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
TIM SYLVIA,ANDREI ARLOVSKI,HEAVYWEIGHT,TITLE,WINNER: ANDREI ARLOVSKI,1,2:43,KO/TKO,-,-,-,UNITED STATES,-,-
TITO ORTIZ,FORREST GRIFFIN,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: TITO ORTIZ,3,5:00,DECISION - SPLIT,-,-,-,-,-,-
SEAN SHERK,NICK DIAZ,WELTERWEIGHT,NO TITLE,WINNER: NICK DIAZ,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JEFF MONSON,MARCIO CRUZ,HEAVYWEIGHT,NO TITLE,WINNER: JEFF MONSON,3,5:00,DECISION - SPLIT,-,-,-,-,-,-
EVAN TANNER,JUSTIN LEVENS,MIDDLEWEIGHT,NO TITLE,WINNER: EVAN TANNER,1,3:14,SUBMISSION,-,-,-,-,-,-
DAVID TERRELL,SCOTT SMITH,MIDDLEWEIGHT,NO TITLE,WINNER: DAVID TERRELL,1,3:08,SUBMISSION,-,-,-,-,-,-
KARO PARISYAN,NICK THOMPSON,WELTERWEIGHT,NO TITLE,WINNER: KARO PARISYAN,1,4:44,KO/TKO,-,-,-,-,-,-
JASON LAMBERT,TERRY MARTIN,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JASON LAMBERT,2,2:37,KO/TKO,-,-,-,-,-,-
THIAGO ALVES,DERRICK NOBLE,WELTERWEIGHT,NO TITLE,WINNER: THIAGO ALVES,1,2:54,KO/TKO,-,-,BRAZIL,-,-,-
MATT HUGHES,ROYCE GRACIE,BOUT,NO TITLE,WINNER: MATT HUGHES,1,4:39,KO/TKO,-,-,-,-,-,-
DEAN LISTER,ALESSIO SAKARA,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: DEAN LISTER,1,2:20,SUBMISSION,-,-,-,-,-,-
DIEGO SANCHEZ,JOHN ALESSIO,WELTERWEIGHT,NO TITLE,WINNER: DIEGO SANCHEZ,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-,-
BRANDON VERA,ASSUERIO SILVA,HEAVYWEIGHT,NO TITLE,WINNER: BRANDON VERA,1,2:39,SUBMISSION,-,-,-,-,-,-
MIKE SWICK,JOE RIGGS,MIDDLEWEIGHT,NO TITLE,WINNER: MIKE SWICK,1,2:19,SUBMISSION,-,-,-,-,-,-
JEREMY HORN,CHAEL SONNEN,MIDDLEWEIGHT,NO TITLE,WINNER: JEREMY HORN,2,1:17,SUBMISSION,-,-,-,-,-,-
SPENCER FISHER,MATT WIMAN,LIGHTWEIGHT,NO TITLE,WINNER: SPENCER FISHER,2,1:43,KO/TKO,-,-,-,UNITED STATES,-,-
GABRIEL GONZAGA,FABIANO SCHERNER,HEAVYWEIGHT,NO TITLE,WINNER: GABRIEL GONZAGA,2,0:24,KO/TKO,-,-,-,-,-,-
MELVIN GUILLARD,RICK DAVIS,LIGHTWEIGHT,NO TITLE,WINNER: MELVIN GUILLARD,1,1:37,KO/TKO,-,-,-,-,-,-
KENNY FLORIAN,SAM STOUT,LIGHTWEIGHT,NO TITLE,WINNER: SAM STOUT,1,1:46,SUBMISSION,-,-,-,-,-,-
MICHAEL BISPING,JOSH HAYNES,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: MICHAEL BISPING,2,4:14,KO/TKO,-,-,UNITED KINGDOM,-,-,-
KENDALL GROVE,ED HERMAN,MIDDLEWEIGHT,NO TITLE,WINNER: KENDALL GROVE,3,5:00,DECISION - UNANIMOUS,-,-,-,UNITED STATES,-,-
KEITH JARDINE,WILSON GOUVEIA,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: KEITH JARDINE,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
RORY SINGER,ROSS POINTON,MIDDLEWEIGHT,NO TITLE,WINNER: ROSS POINTON,1,0:44,SUBMISSION,-,-,-,-,-,-
KALIB STARNES,DANNY ABBADI,MIDDLEWEIGHT,NO TITLE,WINNER: DANNY ABBADI,1,2:56,SUBMISSION,-,-,-,-,-,-
LUIGI FIORAVANTI,SOLOMON HUTCHERSON,MIDDLEWEIGHT,NO TITLE,WINNER: LUIGI FIORAVANTI,1,4:15,KO/TKO,-,-,-,-,-,-
MATT HAMILL,JESSE FORBES,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JESSE FORBES,1,4:47,KO/TKO,-,-,-,-,-,-
MIKE NICKELS,WES COMBS,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: WES COMBS,1,3:10,SUBMISSION,-,-,-,-,-,-
JONATHAN GOULET,LUKE CUMMO,WELTERWEIGHT,NO TITLE,WINNER: JONATHAN GOULET,3,5:00,DECISION - MAJORITY,-,-,-,-,-,-
ANDERSON SILVA,CHRIS LEBEN,MIDDLEWEIGHT,NO TITLE,WINNER: ANDERSON SILVA,1,0:49,KO/TKO,-,-,BRAZIL,-,-,-
RASHAD EVANS,STEPHAN BONNAR,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: RASHAD EVANS,3,5:00,DECISION - MAJORITY,-,-,UNITED STATES,-,-,-
MARK HOMINICK,JORGE GURGEL,LIGHTWEIGHT,NO TITLE,WINNER: MARK HOMINICK,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JOSH KOSCHECK,DAVE MENNE,WELTERWEIGHT,NO TITLE,WINNER: JOSH KOSCHECK,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JASON LAMBERT,BRANDEN LEE HINKLE,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JASON LAMBERT,1,5:00,KO/TKO,-,-,-,-,-,-
JON FITCH,THIAGO ALVES,WELTERWEIGHT,NO TITLE,WINNER: JON FITCH,2,4:37,KO/TKO,-,-,-,BRAZIL,-,-
ROB MACDONALD,KRISTIAN ROTHAERMEL,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: ROB MACDONALD,1,4:01,SUBMISSION,-,-,-,-,-,-
JORGE SANTIAGO,JUSTIN LEVENS,MIDDLEWEIGHT,NO TITLE,WINNER: JORGE SANTIAGO,1,2:13,KO/TKO,-,-,-,-,-,-
TIM SYLVIA,ANDREI ARLOVSKI,HEAVYWEIGHT,TITLE,WINNER: TIM SYLVIA,5,5:00,DECISION - UNANIMOUS,-,-,-,UNITED STATES,-,-
TITO ORTIZ,KEN SHAMROCK,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: TITO ORTIZ,1,1:18,KO/TKO,-,-,-,-,-,-
FRANK MIR,DAN CHRISTISON,HEAVYWEIGHT,NO TITLE,WINNER: DAN CHRISTISON,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JOSHUA BURKMAN,JOSH NEER,WELTERWEIGHT,NO TITLE,WINNER: JOSHUA BURKMAN,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-,-
JOE STEVENSON,YVES EDWARDS,LIGHTWEIGHT,NO TITLE,WINNER: YVES EDWARDS,2,5:00,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
DREW FICKETT,KURT PELLEGRINO,WELTERWEIGHT,NO TITLE,WINNER: DREW FICKETT,3,1:20,SUBMISSION,-,-,-,-,-,-
JEFF MONSON,ANTHONY PEROSH,HEAVYWEIGHT,NO TITLE,WINNER: JEFF MONSON,1,2:42,KO/TKO,-,-,-,-,-,-
CHEICK KONGO,GILBERT ALDANA,HEAVYWEIGHT,NO TITLE,WINNER: GILBERT ALDANA,1,4:13,TKO - DOCTOR'S STOPPAGE,-,-,-,-,-,-
HERMES FRANCA,JOE JORDAN,BOUT,NO TITLE,WINNER: HERMES FRANCA,3,0:47,SUBMISSION,-,-,-,-,-,-
DIEGO SANCHEZ,KARO PARISYAN,WELTERWEIGHT,NO TITLE,WINNER: DIEGO SANCHEZ,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-,-
CHRIS LEBEN,JORGE SANTIAGO,MIDDLEWEIGHT,NO TITLE,WINNER: CHRIS LEBEN,2,0:35,KO/TKO,-,-,-,-,-,-
DEAN LISTER,YUKI SASAKI,MIDDLEWEIGHT,NO TITLE,WINNER: DEAN LISTER,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JOSH KOSCHECK,JONATHAN GOULET,WELTERWEIGHT,NO TITLE,WINNER: JOSH KOSCHECK,1,4:10,KO/TKO,-,-,-,-,-,-
MARTIN KAMPMANN,CRAFTON WALLACE,MIDDLEWEIGHT,NO TITLE,WINNER: MARTIN KAMPMANN,1,2:59,SUBMISSION,-,-,-,-,-,-
JOE RIGGS,JASON VON FLUE,WELTERWEIGHT,NO TITLE,WINNER: JOE RIGGS,1,2:01,SUBMISSION,-,-,-,-,-,-
JAKE O'BRIEN,CHRISTOPHE MIDOUX,HEAVYWEIGHT,NO TITLE,WINNER: JAKE O'BRIEN,2,0:52,KO/TKO,-,-,-,-,-,-
FORREST PETZ,SAMMY MORGAN,WELTERWEIGHT,NO TITLE,WINNER: FORREST PETZ,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
ANTHONY TORRES,PAT HEALY,WELTERWEIGHT,NO TITLE,WINNER: ANTHONY TORRES,1,2:37,SUBMISSION,-,-,-,-,-,-
CHUCK LIDDELL,RENATO SOBRAL,LIGHT HEAVYWEIGHT,TITLE,WINNER: CHUCK LIDDELL,1,1:35,KO/TKO,-,-,-,-,-,-
FORREST GRIFFIN,STEPHAN BONNAR,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: FORREST GRIFFIN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
NICK DIAZ,JOSH NEER,WELTERWEIGHT,NO TITLE,WINNER: NICK DIAZ,3,1:42,SUBMISSION,-,-,-,-,-,-
CHEICK KONGO,CHRISTIAN WELLISCH,HEAVYWEIGHT,NO TITLE,WINNER: CHEICK KONGO,1,2:51,KO/TKO,-,-,-,-,-,-
HERMES FRANCA,JAMIE VARNER,LIGHTWEIGHT,NO TITLE,WINNER: HERMES FRANCA,3,3:31,SUBMISSION,-,-,-,-,-,-
ERIC SCHAFER,ROB MACDONALD,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: ERIC SCHAFER,1,2:26,SUBMISSION,-,-,-,-,-,-
WILSON GOUVEIA,WES COMBS,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: WILSON GOUVEIA,1,3:23,SUBMISSION,-,-,-,-,-,-
DAVID HEATH,CORY WALMSLEY,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: DAVID HEATH,1,2:32,SUBMISSION,-,-,-,-,-,-
YUSHIN OKAMI,ALAN BELCHER,MIDDLEWEIGHT,NO TITLE,WINNER: YUSHIN OKAMI,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
MATT HUGHES,BJ PENN,WELTERWEIGHT,TITLE,WINNER: MATT HUGHES,3,3:53,KO/TKO,-,-,-,-,-,-
MIKE SWICK,DAVID LOISEAU,MIDDLEWEIGHT,NO TITLE,WINNER: MIKE SWICK,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
MELVIN GUILLARD,GABE RUEDIGER,LIGHTWEIGHT,NO TITLE,WINNER: MELVIN GUILLARD,2,1:01,KO/TKO,-,-,-,-,-,-
RASHAD EVANS,JASON LAMBERT,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: RASHAD EVANS,2,2:22,KO/TKO,-,-,UNITED STATES,-,-,-
JOE LAUZON,JENS PULVER,LIGHTWEIGHT,NO TITLE,WINNER: JOE LAUZON,1,0:48,KO/TKO,-,-,UNITED STATES,-,-,-
ROGER HUERTA,JASON DENT,LIGHTWEIGHT,NO TITLE,WINNER: ROGER HUERTA,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
EDDIE SANCHEZ,MARIO NETO,HEAVYWEIGHT,NO TITLE,WINNER: EDDIE SANCHEZ,2,0:17,KO/TKO,-,-,-,-,-,-
JORGE GURGEL,DANNY ABBADI,LIGHTWEIGHT,NO TITLE,WINNER: JORGE GURGEL,3,5:00,DECISION - SPLIT,-,-,-,-,-,-
TYSON GRIFFIN,DAVID LEE,LIGHTWEIGHT,NO TITLE,WINNER: TYSON GRIFFIN,1,1:50,SUBMISSION,-,-,-,-,-,-
TITO ORTIZ,KEN SHAMROCK,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: TITO ORTIZ,1,2:23,KO/TKO,-,-,-,-,-,-
KENDALL GROVE,CHRIS PRICE,MIDDLEWEIGHT,NO TITLE,WINNER: KENDALL GROVE,1,3:59,KO/TKO,-,-,-,-,-,-
JASON MACDONALD,ED HERMAN,MIDDLEWEIGHT,NO TITLE,WINNER: ED HERMAN,1,2:43,SUBMISSION,-,-,-,UNITED STATES,-,-
MATT HAMILL,SETH PETRUZELLI,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: SETH PETRUZELLI,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
NATE MARQUARDT,CRAFTON WALLACE,MIDDLEWEIGHT,NO TITLE,WINNER: NATE MARQUARDT,2,1:14,SUBMISSION,-,-,-,-,-,-
TONY DESOUZA,DUSTIN HAZELETT,WELTERWEIGHT,NO TITLE,WINNER: TONY DESOUZA,1,3:59,SUBMISSION,-,-,-,-,-,-
RORY SINGER,JOSH HAYNES,MIDDLEWEIGHT,NO TITLE,WINNER: RORY SINGER,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
THIAGO ALVES,JOHN ALESSIO,WELTERWEIGHT,NO TITLE,WINNER: THIAGO ALVES,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,-,-,-
MARCUS DAVIS,FORREST PETZ,WELTERWEIGHT,NO TITLE,WINNER: MARCUS DAVIS,1,4:58,SUBMISSION,-,-,-,-,-,-
ANDERSON SILVA,RICH FRANKLIN,MIDDLEWEIGHT,TITLE,WINNER: RICH FRANKLIN,1,2:59,KO/TKO,-,-,BRAZIL,-,-,-
SEAN SHERK,KENNY FLORIAN,LIGHTWEIGHT,TITLE,WINNER: SEAN SHERK,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JON FITCH,KUNIYOSHI HIRONAKA,WELTERWEIGHT,NO TITLE,WINNER: JON FITCH,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
CARMELO MARRERO,CHEICK KONGO,HEAVYWEIGHT,NO TITLE,WINNER: CHEICK KONGO,3,5:00,DECISION - SPLIT,-,-,-,-,-,-
SPENCER FISHER,DAN LAUZON,LIGHTWEIGHT,NO TITLE,WINNER: SPENCER FISHER,1,4:38,KO/TKO,-,-,-,-,-,-
YUSHIN OKAMI,KALIB STARNES,MIDDLEWEIGHT,NO TITLE,WINNER: YUSHIN OKAMI,3,1:40,KO/TKO,-,-,-,-,-,-
CLAY GUIDA,JUSTIN JAMES,LIGHTWEIGHT,NO TITLE,WINNER: JUSTIN JAMES,2,4:42,SUBMISSION,-,-,UNITED STATES,-,-,-
KURT PELLEGRINO,JUNIOR ASSUNCAO,LIGHTWEIGHT,NO TITLE,WINNER: KURT PELLEGRINO,1,2:04,SUBMISSION,-,-,-,-,-,-
MATT SERRA,CHRIS LYTLE,WELTERWEIGHT,NO TITLE,WINNER: CHRIS LYTLE,3,5:00,DECISION - SPLIT,-,-,-,-,-,-
TRAVIS LUTTER,PATRICK COTE,MIDDLEWEIGHT,NO TITLE,WINNER: PATRICK COTE,1,2:18,SUBMISSION,-,-,-,-,-,-
DIN THOMAS,RICH CLEMENTI,LIGHTWEIGHT,NO TITLE,WINNER: RICH CLEMENTI,2,3:11,SUBMISSION,-,-,-,-,-,-
JORGE RIVERA,EDWIN DEWEES,MIDDLEWEIGHT,NO TITLE,WINNER: EDWIN DEWEES,1,2:37,KO/TKO,-,-,-,-,-,-
PETE SPRATT,JEREMY JACKSON,WELTERWEIGHT,NO TITLE,WINNER: JEREMY JACKSON,2,1:11,SUBMISSION,-,-,-,-,-,-
SCOTT SMITH,PETE SELL,MIDDLEWEIGHT,NO TITLE,WINNER: SCOTT SMITH,2,3:25,KO/TKO,-,-,-,-,-,-
CHARLES MCCARTHY,GIDEON RAY,MIDDLEWEIGHT,NO TITLE,WINNER: GIDEON RAY,1,4:43,SUBMISSION,-,-,-,-,-,-
MARTIN KAMPMANN,THALES LEITES,MIDDLEWEIGHT,NO TITLE,WINNER: THALES LEITES,3,5:00,DECISION - UNANIMOUS,-,-,-,BRAZIL,-,-
GEORGES ST-PIERRE,MATT HUGHES,WELTERWEIGHT,TITLE,WINNER: MATT HUGHES,2,1:25,KO/TKO,-,-,CANADA,-,-,-
TIM SYLVIA,JEFF MONSON,HEAVYWEIGHT,TITLE,WINNER: TIM SYLVIA,5,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
BRANDON VERA,FRANK MIR,HEAVYWEIGHT,NO TITLE,WINNER: BRANDON VERA,1,1:09,KO/TKO,-,-,-,-,-,-
DREW MCFEDRIES,ALESSIO SAKARA,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: ALESSIO SAKARA,1,4:07,KO/TKO,-,-,-,-,-,-
JOE STEVENSON,DOKONJONOSUKE MISHIMA,LIGHTWEIGHT,NO TITLE,WINNER: JOE STEVENSON,1,2:07,SUBMISSION,-,-,-,-,-,-
NICK DIAZ,GLEISON TIBAU,WELTERWEIGHT,NO TITLE,WINNER: NICK DIAZ,2,2:27,KO/TKO,-,-,-,BRAZIL,-,-
ANTONI HARDONK,SHERMAN PENDERGARST,HEAVYWEIGHT,NO TITLE,WINNER: ANTONI HARDONK,1,3:15,KO/TKO,-,-,-,-,-,-
JAKE O'BRIEN,JOSH SCHOCKMAN,HEAVYWEIGHT,NO TITLE,WINNER: JAKE O'BRIEN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
JAMES IRVIN,HECTOR RAMIREZ,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JAMES IRVIN,2,2:36,KO/TKO,-,-,-,-,-,-
DIEGO SANCHEZ,JOE RIGGS,WELTERWEIGHT,NO TITLE,WINNER: DIEGO SANCHEZ,1,1:45,KO/TKO,-,-,UNITED STATES,-,-,-
JOSH KOSCHECK,JEFF JOSLIN,WELTERWEIGHT,NO TITLE,WINNER: JOSH KOSCHECK,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
KARO PARISYAN,DREW FICKETT,WELTERWEIGHT,NO TITLE,WINNER: KARO PARISYAN,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
MARCUS DAVIS,SHONIE CARTER,WELTERWEIGHT,NO TITLE,WINNER: MARCUS DAVIS,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
DAVID HEATH,VICTOR VALIMAKI,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: DAVID HEATH,3,5:00,DECISION - SPLIT,-,-,-,-,-,-
ALAN BELCHER,JORGE SANTIAGO,MIDDLEWEIGHT,NO TITLE,WINNER: ALAN BELCHER,3,2:45,KO/TKO,-,-,-,-,-,-
LUIGI FIORAVANTI,DAVE MENNE,WELTERWEIGHT,NO TITLE,WINNER: LUIGI FIORAVANTI,1,4:44,KO/TKO,-,-,-,-,-,-
BROCK LARSON,KEITA NAKAMURA,WELTERWEIGHT,NO TITLE,WINNER: BROCK LARSON,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
LOGAN CLARK,STEVE BYRNES,MIDDLEWEIGHT,NO TITLE,WINNER: LOGAN CLARK,3,5:00,DECISION - UNANIMOUS,-,-,-,-,-,-
CHUCK LIDDELL,TITO ORTIZ,LIGHT HEAVYWEIGHT,TITLE,WINNER: CHUCK LIDDELL,3,3:59,KO/TKO,-,-,-,-,-,-
KEITH JARDINE,FORREST GRIFFIN,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: KEITH JARDINE,1,4:41,KO/TKO,-,-,-,-,-,-
JASON MACDONALD,CHRIS LEBEN,MIDDLEWEIGHT,NO TITLE,NO CONTEST,2,4:03,SUBMISSION,-,-,-,-,-,-
ANDREI ARLOVSKI,MARCIO CRUZ,HEAVYWEIGHT,NO TITLE,NO CONTEST,1,3:15,KO/TKO,-,-,UNITED STATES,-,-,-
MICHAEL BISPING,ERIC SCHAFER,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: ERIC SCHAFER,1,4:24,KO/TKO,-,-,UNITED KINGDOM,-,-,-
